职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
Android开发高级工程师,国企,1000-9999人,2019-09-20 08:29:16,本科,软件/互联网开发/系统集成,3-5年,天津环球磁卡股份有限公司,7K-12K,天津-河西区,五险一金带薪年假定期体检补充医疗保险周末双休
android开发工程师,民营,20-99人,2019-09-20 14:22:30,本科,软件/互联网开发/系统集成,1-3年,郑州靖凯教育科技有限公司,7K-12K,郑州,带薪年假五险一金公司重点项目绩效奖金年终分红
Android开发工程师,民营,20-99人,2019-09-20 13:44:44,本科,软件/互联网开发/系统集成,不限,杭州东乐文化创意有限公司,10K-15K,杭州,五险一金绩效奖金带薪年假定期团建公司重点项目
android开发工程师,民营,100-499人,2019-09-20 08:56:55,本科,软件/互联网开发/系统集成,3-5年,江西洁佳城市生活家居服务有限公司,8K-15K,南昌,五险一金绩效奖金股票期权全勤奖包吃
Android开发工程师,民营,20-99人,2019-09-20 11:28:48,大专,软件/互联网开发/系统集成,3-5年,深圳市载乐网络科技有限公司,15K-20K,深圳,五险一金弹性工作节日福利出国游大牛带队
Android安卓开发工程师,股份制企业,100-499人,2019-09-20 13:10:01,本科,软件/互联网开发/系统集成,1-3年,广州仪速安电子科技有限公司,7K-14K,广州,五险一金绩效奖金股票期权房补带薪年假
Android App开发,民营,100-499人,2019-09-20 14:26:26,大专,软件/互联网开发/系统集成,1-3年,沈阳百捷软件有限公司,5K-10K,沈阳-浑南区,五险一金周末双休带薪年假交通补助餐补
安卓（Android）软件开发工程师,上市公司,20-99人,2019-09-20 10:45:27,学历不限,软件/互联网开发/系统集成,1-3年,天津房王网络科技有限公司,8K-10K,天津-河西区,五险一金绩效奖金年终分红交通补助带薪年假
android研发工程师,民营,100-499人,2019-09-20 09:21:37,大专,软件/互联网开发/系统集成,3-5年,杭州搜影科技有限公司,10K-20K,杭州-西湖区,五险一金加班补助餐补定期体检员工旅游
android开发工程师,不限,不限,2019-09-20 11:36:01,本科,软件/互联网开发/系统集成,不限,智联RPO,10K-20K,深圳-南山区,16薪带薪年假员工旅游五险一金定期团建
android开发工程师,民营,100-499人,2019-09-20 11:47:02,本科,软件/互联网开发/系统集成,1-3年,北京智启蓝墨信息技术有限公司,10K-20K,北京,五险一金餐补弹性工作定期体检节日福利
Android开发工程师,民营,20-99人,2019-09-20 11:41:06,本科,软件/互联网开发/系统集成,1-3年,上海潇如文化传播有限公司,8K-12K,上海,股票期权包吃带薪年假员工旅游创业公司
