职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
平台研发中心_高级测试工程师,民营,1000-9999人,2019-09-20 00:52:25,本科,IT质量管理/测试/配置管理,5-10年,江南金融科技(常州)有限公司,15K-20K,上海-浦东新区,周末双休五险一金年底双薪带薪年假节日福利
架构设计工程师,国企,1000-9999人,2019-09-20 00:52:04,本科,软件/互联网开发/系统集成,3-5年,洛阳旅游发展集团有限公司,10K-18K,洛阳,五险一金采暖补贴带薪年假定期体检节日福利
大数据(开发、分析、算法),民营,20-99人,2019-09-20 00:52:50,本科,软件/互联网开发/系统集成,1-3年,北京赛思天成科技有限责任公司,9K-18K,北京,五险一金包吃通讯补助带薪年假定期体检
软件开发工程师,事业单位,500-999人,2019-09-20 00:51:09,本科,软件/互联网开发/系统集成,无经验,中国科学院上海高等研究院,8K-10K,上海,五险一金定期体检补充医疗保险免费班车高温补贴
数据分析,上市公司,10000人以上,2019-09-20 00:50:36,硕士,软件/互联网开发/系统集成,3-5年,圆通速递有限公司,15K-25K,上海-青浦区,五险一金年底双薪绩效奖金包吃包住
测试工程师,民营,100-499人,2019-09-20 00:50:44,本科,IT质量管理/测试/配置管理,1-3年,北京金万维科技有限公司,6K-8K,北京-丰台区,健身俱乐部五险一金股票期权餐补弹性工作
c++高级工程师,股份制企业,500-999人,2019-09-20 00:52:01,本科,软件/互联网开发/系统集成,5-10年,北京中交兴路信息科技有限公司,20K-30K,北京,五险一金餐补
测试工程师,民营,100-499人,2019-09-20 00:50:44,本科,IT质量管理/测试/配置管理,1-3年,北京金万维科技有限公司,6K-8K,北京,健身俱乐部五险一金股票期权餐补弹性工作
医学算法工程师,合资,20-99人,2019-09-20 00:50:03,本科,软件/互联网开发/系统集成,不限,苏州朗开医疗技术有限公司,15K-20K,无锡-滨湖区,周末双休五险一金免费停车弹性工作绩效奖金
小程序开发工程师,民营,100-499人,2019-09-20 00:51:31,本科,软件/互联网开发/系统集成,3-5年,北京和缓医疗科技有限公司,10K-20K,北京,弹性工作带薪年假定期体检五险一金周末双休
