职位名称,公司类型,公司规模,发布时间,工作要求,工作类型,工作经验,公司名称,职位月薪,工作地点,公司待遇
web前端工程师,民营,20-99人,2019-09-20 10:43:31,大专,软件/互联网开发/系统集成,1-3年,大连忠仕伟业软件技术有限公司,5K-10K,大连,周末双休五险一金带薪年假节日福利年底双薪
web前端工程师,民营,20-99人,2019-09-20 10:51:50,大专,软件/互联网开发/系统集成,3-5年,南京炫德信息技术有限公司,10K-15K,南京,五险一金节日福利全勤奖带薪年假
急聘web前端开发助理工程师,民营,20-99人,2019-09-20 11:09:02,学历不限,软件/互联网开发/系统集成,无经验,郑州在安信息科技有限公司,4K-6K,郑州,五险一金年底双薪绩效奖金全勤奖包吃
Web前端开发助理/网页开发/双休,民营,100-499人,2019-09-20 10:09:04,学历不限,软件/互联网开发/系统集成,不限,深圳市十七大道科技有限公司,3.5K-7K,深圳-龙华新区,14薪五险一金包吃包住绩效奖金
WEB前端开发工程师,股份制企业,100-499人,2019-09-20 11:42:35,大专,软件/互联网开发/系统集成,3-5年,河南鼎汉软件科技有限公司,5K-10K,郑州,14薪每年多次调薪全勤奖加班补助五险一金
高级web前端工程师,民营,100-499人,2019-09-20 09:59:09,本科,软件/互联网开发/系统集成,3-5年,北京时代创信科技有限公司,18K-26K,北京,五险一金年终分红全勤奖节日福利周末双休
web前端开发工程师,上市公司,1000-9999人,2019-09-20 14:26:12,本科,软件/互联网开发/系统集成,1-3年,上海易宝软件有限公司,12K-20K,深圳-龙岗区,五险一金周末双休节日福利带薪年假
移动web前端开发工程师,民营,100-499人,2019-09-20 14:09:05,本科,软件/互联网开发/系统集成,3-5年,北京奥索斯科技有限公司,10K-15K,上海,五险一金周末双休补充医疗保险
WEB前端开发经理,民营,100-499人,2019-09-20 14:20:33,本科,软件/互联网开发/系统集成,5-10年,北京静帆科技有限公司,25K-45K,北京,五险一金补充医疗保险员工旅游节日福利股票期权
高薪聘请H5_Web前端开发工程,民营,20-99人,2019-09-20 10:33:20,学历不限,软件/互联网开发/系统集成,不限,广州峰玉网络科技有限公司,15K-30K,杭州-西湖区,年底双薪绩效奖金年终分红包吃包住
web前端开发工程师,民营,100-499人,2019-09-20 11:39:47,本科,软件/互联网开发/系统集成,1-3年,山东康华传媒有限公司,4K-6K,聊城,节日福利绩效奖金餐补每年多次调薪大牛带队
web前端开发工程师,民营,20-99人,2019-09-20 11:54:49,本科,软件/互联网开发/系统集成,1-3年,广西猫头鹰科技有限公司,3K-6K,南宁,五险一金年底双薪加班补助节日福利项目奖金
移动web前端开发工程师,外商独资,500-999人,2019-09-20 14:09:26,大专,软件/互联网开发/系统集成,3-5年,信必优(深圳)信息技术有限公司,15K-20K,深圳-南山区,五险一金弹性工作带薪年假补充医疗保险定期体检
